edad,delito_previo,num_delitos_previos,meses_en_prision,empleo,apoyo_familiar,consumo_sustancias,nivel_educativo,supervision_post,reincidencia
29,Narcomenudeo,7,53,No,Si,No,Primaria,Alta,Si
18,Narcomenudeo,2,45,No,No,No,Universidad,Baja,Si
18,Robo,2,57,Si,Si,Si,Primaria,Alta,No
64,Violencia_familiar,2,24,Si,Si,No,Secundaria,Media,No
51,Violencia_familiar,0,25,Si,No,Si,Preparatoria,Media,No
49,Narcomenudeo,0,58,Si,No,No,Secundaria,Baja,No
42,Violencia_familiar,2,56,No,Si,No,Universidad,Media,No
57,Violencia_familiar,1,21,No,Si,No,Secundaria,Alta,No
62,Violencia_familiar,2,20,No,No,No,Preparatoria,Media,Si
18,Violencia_familiar,0,14,No,No,No,Preparatoria,Baja,Si
33,Narcomenudeo,1,57,No,No,No,Universidad,Media,No
56,Narcomenudeo,2,30,No,No,No,Universidad,Media,Si
22,Narcomenudeo,1,30,Si,Si,Si,Preparatoria,Baja,Si
39,Violencia_familiar,2,35,No,No,No,Preparatoria,Media,Si
46,Robo,2,21,No,Si,No,Secundaria,Media,No
20,Violencia_familiar,4,30,Si,Si,Si,Primaria,Baja,Si
29,Violencia_familiar,1,54,Si,Si,Si,Preparatoria,Media,No
43,Robo,1,51,Si,No,Si,Universidad,Baja,No
33,Violencia_familiar,1,39,No,Si,Si,Preparatoria,Media,Si
54,Robo,0,28,Si,No,No,Universidad,Media,No
39,Robo,1,37,Si,Si,No,Preparatoria,Media,No
46,Violencia_familiar,1,36,Si,Si,No,Primaria,Media,No
31,Robo,0,37,No,No,No,Primaria,Baja,No
45,Violencia_familiar,0,42,Si,Si,No,Secundaria,Alta,No
22,Violencia_familiar,0,18,No,Si,Si,Primaria,Media,Si
64,Narcomenudeo,3,40,No,Si,No,Secundaria,Media,No
47,Robo,2,15,No,No,No,Universidad,Media,No
63,Robo,1,25,No,Si,No,Preparatoria,Media,No
22,Narcomenudeo,4,56,Si,Si,Si,Secundaria,Baja,Si
29,Fraude,2,24,Si,Si,No,Primaria,Baja,No
33,Narcomenudeo,0,18,No,Si,Si,Secundaria,Baja,Si
43,Robo,1,30,Si,Si,No,Secundaria,Media,No
43,Narcomenudeo,2,50,Si,Si,Si,Secundaria,Baja,Si
38,Narcomenudeo,0,37,No,Si,No,Primaria,Baja,No
56,Violencia_familiar,0,47,Si,No,No,Secundaria,Media,No
53,Robo,2,48,No,Si,Si,Secundaria,Baja,Si
50,Violencia_familiar,3,10,Si,Si,No,Universidad,Media,No
47,Narcomenudeo,2,46,No,Si,Si,Primaria,Baja,Si
54,Fraude,2,57,No,Si,No,Primaria,Baja,No
40,Robo,1,57,No,No,No,Primaria,Media,Si
27,Narcomenudeo,0,24,Si,Si,No,Secundaria,Baja,No
22,Fraude,1,23,No,Si,Si,Preparatoria,Alta,No
53,Robo,1,28,No,No,No,Preparatoria,Media,No
51,Fraude,0,42,No,Si,No,Secundaria,Baja,No
48,Narcomenudeo,1,23,Si,Si,No,Preparatoria,Baja,Si
27,Robo,1,27,No,Si,Si,Secundaria,Media,No
36,Robo,1,43,No,Si,No,Preparatoria,Baja,No
49,Violencia_familiar,2,3,Si,Si,No,Primaria,Baja,No
18,Robo,3,8,No,Si,Si,Secundaria,Media,Si
22,Narcomenudeo,1,25,Si,No,Si,Preparatoria,Alta,No
62,Robo,2,53,No,No,No,Preparatoria,Media,No
21,Narcomenudeo,4,25,No,Si,No,Preparatoria,Media,Si
33,Robo,2,45,No,Si,No,Primaria,Alta,No
41,Violencia_familiar,0,45,No,Si,No,Primaria,Baja,No
33,Fraude,2,25,No,Si,No,Universidad,Alta,No
19,Fraude,3,34,Si,Si,Si,Primaria,Media,No
45,Violencia_familiar,1,32,Si,No,No,Primaria,Media,No
49,Robo,1,15,Si,No,No,Primaria,Alta,No
44,Violencia_familiar,1,45,No,No,No,Secundaria,Baja,Si
37,Robo,2,20,No,No,No,Primaria,Baja,Si
41,Robo,4,25,Si,Si,Si,Secundaria,Media,Si
29,Robo,4,17,Si,Si,No,Secundaria,Media,No
52,Narcomenudeo,1,35,Si,Si,No,Universidad,Baja,No
50,Violencia_familiar,1,23,No,Si,Si,Primaria,Baja,Si
50,Narcomenudeo,6,59,Si,No,No,Secundaria,Media,Si
60,Narcomenudeo,1,41,Si,Si,Si,Secundaria,Media,No
54,Robo,2,25,No,No,Si,Secundaria,Media,Si
29,Fraude,0,29,No,Si,No,Secundaria,Alta,No
20,Narcomenudeo,1,47,No,No,No,Preparatoria,Baja,Si
18,Narcomenudeo,3,46,No,No,No,Primaria,Baja,Si
50,Robo,4,20,Si,No,Si,Preparatoria,Media,Si
57,Violencia_familiar,3,26,No,No,Si,Secundaria,Media,Si
27,Narcomenudeo,2,53,No,Si,Si,Primaria,Baja,Si
60,Robo,0,49,No,No,Si,Preparatoria,Baja,Si
61,Robo,1,42,Si,No,Si,Secundaria,Alta,No
46,Narcomenudeo,1,53,Si,No,No,Primaria,Alta,No
30,Narcomenudeo,3,44,Si,No,No,Primaria,Media,Si
29,Robo,4,9,Si,No,No,Primaria,Baja,Si
48,Fraude,1,52,No,No,No,Secundaria,Alta,No
63,Robo,1,50,Si,Si,No,Primaria,Alta,No
19,Narcomenudeo,1,22,No,No,Si,Primaria,Media,Si
52,Fraude,1,29,Si,Si,Si,Primaria,Alta,No
40,Narcomenudeo,2,8,Si,Si,No,Preparatoria,Alta,No
34,Narcomenudeo,2,29,No,Si,No,Preparatoria,Alta,No
43,Robo,2,11,Si,Si,No,Preparatoria,Alta,No
25,Robo,3,55,Si,Si,No,Primaria,Media,No
46,Fraude,1,47,No,Si,No,Universidad,Media,No
43,Narcomenudeo,2,59,No,Si,No,Preparatoria,Media,No
27,Violencia_familiar,1,33,Si,Si,No,Preparatoria,Media,No
43,Robo,2,23,No,Si,Si,Secundaria,Media,Si
51,Robo,1,28,No,No,No,Secundaria,Alta,No
58,Robo,1,42,No,No,No,Preparatoria,Media,No
24,Narcomenudeo,2,50,Si,No,Si,Primaria,Media,Si
21,Robo,1,47,Si,No,No,Secundaria,Media,No
62,Violencia_familiar,1,15,Si,No,No,Preparatoria,Media,No
28,Narcomenudeo,0,51,Si,Si,No,Preparatoria,Media,No
46,Fraude,1,25,Si,No,No,Universidad,Baja,No
53,Robo,1,22,No,No,Si,Preparatoria,Media,Si
42,Violencia_familiar,2,39,No,Si,No,Primaria,Baja,Si
38,Violencia_familiar,0,56,Si,Si,No,Primaria,Baja,No
53,Violencia_familiar,2,55,No,No,No,Secundaria,Media,Si
27,Violencia_familiar,3,30,Si,Si,Si,Secundaria,Baja,Si
54,Violencia_familiar,0,19,No,No,No,Primaria,Baja,No
26,Narcomenudeo,2,30,No,Si,No,Primaria,Baja,Si
41,Robo,2,43,No,No,Si,Secundaria,Baja,Si
52,Robo,1,4,No,Si,Si,Preparatoria,Media,No
52,Fraude,2,27,Si,Si,No,Universidad,Media,No
53,Narcomenudeo,0,52,No,Si,No,Preparatoria,Alta,No
35,Violencia_familiar,3,43,No,No,No,Preparatoria,Media,Si
56,Narcomenudeo,3,8,No,No,Si,Secundaria,Baja,Si
49,Robo,0,13,No,No,No,Universidad,Baja,No
41,Robo,1,59,No,Si,No,Secundaria,Media,No
40,Narcomenudeo,2,40,Si,No,Si,Preparatoria,Media,Si
49,Narcomenudeo,1,8,No,Si,Si,Universidad,Alta,No
54,Robo,2,47,Si,Si,No,Universidad,Media,No
29,Narcomenudeo,0,13,No,Si,No,Secundaria,Media,No
30,Robo,1,16,No,No,No,Primaria,Media,Si
40,Narcomenudeo,3,4,Si,Si,Si,Primaria,Alta,No
42,Robo,2,42,No,Si,Si,Primaria,Media,Si
52,Violencia_familiar,3,5,Si,No,No,Primaria,Baja,Si
58,Robo,1,57,No,No,Si,Primaria,Media,Si
47,Narcomenudeo,0,55,No,Si,No,Secundaria,Media,No
34,Robo,2,37,No,Si,No,Secundaria,Alta,No
37,Robo,1,35,No,Si,Si,Preparatoria,Media,Si
42,Robo,1,26,No,Si,No,Primaria,Baja,No
39,Narcomenudeo,0,21,Si,No,No,Preparatoria,Alta,No
30,Narcomenudeo,2,20,Si,Si,No,Preparatoria,Alta,No
36,Robo,1,51,No,No,Si,Secundaria,Baja,Si
53,Narcomenudeo,6,54,Si,No,Si,Universidad,Alta,Si
29,Violencia_familiar,3,26,Si,Si,No,Primaria,Baja,No
58,Violencia_familiar,0,47,Si,No,No,Primaria,Media,No
36,Robo,2,37,Si,Si,Si,Secundaria,Alta,No
29,Narcomenudeo,1,3,No,Si,Si,Primaria,Media,Si
26,Robo,2,38,No,Si,Si,Secundaria,Baja,Si
24,Robo,3,27,No,Si,No,Secundaria,Media,Si
45,Fraude,2,47,Si,Si,No,Secundaria,Media,No
31,Robo,2,51,Si,Si,No,Primaria,Baja,No
48,Narcomenudeo,2,45,Si,No,Si,Secundaria,Media,Si
36,Narcomenudeo,0,36,No,No,No,Secundaria,Media,No
64,Violencia_familiar,1,27,No,No,Si,Secundaria,Baja,Si
33,Narcomenudeo,0,18,No,Si,No,Primaria,Media,No
22,Robo,2,36,No,No,No,Primaria,Alta,Si
52,Robo,2,31,No,No,Si,Primaria,Media,Si
29,Narcomenudeo,1,21,No,No,No,Primaria,Media,Si
42,Robo,0,25,No,No,Si,Preparatoria,Baja,Si
38,Robo,0,21,No,No,Si,Primaria,Media,Si
53,Robo,0,27,Si,Si,No,Preparatoria,Alta,No
40,Robo,4,18,No,No,No,Preparatoria,Baja,Si
33,Robo,1,56,No,Si,No,Primaria,Media,No
56,Robo,1,53,No,No,No,Secundaria,Media,No
62,Narcomenudeo,1,11,Si,Si,No,Universidad,Media,No
59,Narcomenudeo,3,3,No,Si,Si,Preparatoria,Baja,Si
56,Violencia_familiar,3,44,No,Si,Si,Secundaria,Alta,Si
31,Robo,3,21,Si,No,No,Preparatoria,Baja,No
48,Robo,1,35,No,Si,Si,Preparatoria,Media,No
22,Robo,1,36,Si,Si,No,Secundaria,Media,No
52,Narcomenudeo,5,18,Si,No,Si,Preparatoria,Media,Si
40,Violencia_familiar,1,46,Si,No,No,Secundaria,Baja,No
46,Robo,1,42,Si,Si,No,Secundaria,Media,No
60,Fraude,1,57,No,Si,Si,Universidad,Baja,No
28,Robo,0,20,Si,No,Si,Preparatoria,Baja,No
35,Narcomenudeo,0,36,Si,No,No,Secundaria,Media,No
64,Violencia_familiar,0,27,Si,Si,No,Primaria,Media,No
29,Violencia_familiar,3,47,Si,No,Si,Secundaria,Baja,Si
26,Violencia_familiar,0,8,Si,Si,No,Preparatoria,Baja,No
27,Violencia_familiar,0,23,No,No,Si,Preparatoria,Alta,Si
61,Robo,0,8,Si,No,No,Universidad,Alta,No
34,Violencia_familiar,1,34,No,Si,No,Preparatoria,Baja,No
55,Robo,1,43,No,Si,Si,Secundaria,Media,Si
24,Violencia_familiar,0,50,Si,No,No,Primaria,Media,No
63,Narcomenudeo,2,45,No,No,No,Secundaria,Media,Si
30,Violencia_familiar,0,41,Si,Si,Si,Preparatoria,Alta,No
57,Narcomenudeo,1,33,Si,No,No,Secundaria,Baja,No
59,Narcomenudeo,0,44,Si,No,Si,Secundaria,Media,No
26,Narcomenudeo,3,12,Si,Si,Si,Secundaria,Media,Si
44,Violencia_familiar,2,32,No,No,Si,Secundaria,Media,Si
19,Robo,1,59,No,No,No,Secundaria,Media,No
22,Robo,1,54,Si,No,Si,Secundaria,Alta,No
46,Robo,3,20,No,Si,No,Primaria,Baja,Si
54,Robo,1,26,Si,Si,No,Secundaria,Baja,No
55,Violencia_familiar,1,54,No,Si,No,Secundaria,Baja,No
36,Robo,1,11,Si,No,No,Secundaria,Alta,No
25,Fraude,2,33,Si,No,No,Primaria,Media,No
62,Robo,1,17,Si,No,No,Preparatoria,Media,No
18,Robo,0,6,Si,No,No,Secundaria,Baja,No
39,Violencia_familiar,1,42,No,Si,Si,Preparatoria,Alta,No
34,Narcomenudeo,2,11,No,No,No,Preparatoria,Alta,Si
24,Narcomenudeo,1,47,Si,Si,Si,Secundaria,Media,No
42,Narcomenudeo,0,11,No,No,Si,Secundaria,Baja,Si
62,Violencia_familiar,5,28,No,Si,No,Universidad,Baja,Si
21,Robo,2,6,No,No,Si,Preparatoria,Media,Si
53,Fraude,0,19,Si,No,Si,Universidad,Media,No
23,Fraude,3,18,No,No,No,Preparatoria,Baja,Si
48,Narcomenudeo,3,17,No,Si,No,Primaria,Media,Si
36,Robo,0,37,No,Si,No,Primaria,Baja,No
61,Narcomenudeo,2,59,Si,No,No,Secundaria,Media,No
56,Robo,1,54,Si,No,Si,Secundaria,Media,No
44,Robo,1,7,Si,Si,Si,Secundaria,Baja,No
27,Robo,2,57,No,No,No,Preparatoria,Media,Si
43,Narcomenudeo,2,7,No,Si,Si,Secundaria,Media,Si
36,Violencia_familiar,0,22,Si,Si,No,Secundaria,Baja,No
56,Violencia_familiar,1,17,No,No,Si,Preparatoria,Alta,Si
20,Violencia_familiar,0,20,No,No,No,Preparatoria,Baja,Si
62,Narcomenudeo,1,49,No,No,No,Secundaria,Baja,Si
30,Robo,3,4,No,No,No,Preparatoria,Baja,Si
45,Robo,0,31,No,Si,No,Preparatoria,Baja,No
37,Fraude,2,15,Si,Si,No,Secundaria,Baja,No
45,Robo,3,6,No,Si,Si,Primaria,Baja,Si
25,Violencia_familiar,4,44,Si,Si,Si,Primaria,Media,Si
58,Narcomenudeo,1,47,Si,No,Si,Secundaria,Baja,Si
56,Narcomenudeo,3,12,Si,Si,No,Secundaria,Media,No
18,Violencia_familiar,0,33,Si,Si,No,Universidad,Baja,No
20,Narcomenudeo,5,43,Si,Si,No,Preparatoria,Baja,Si
30,Violencia_familiar,3,10,Si,Si,Si,Preparatoria,Baja,Si
45,Fraude,2,5,No,Si,No,Universidad,Alta,No
42,Narcomenudeo,0,50,Si,No,No,Preparatoria,Media,No
50,Robo,1,48,No,No,Si,Secundaria,Media,Si
55,Narcomenudeo,0,11,Si,No,Si,Primaria,Baja,No
23,Fraude,2,32,No,No,Si,Preparatoria,Alta,Si
61,Robo,0,55,No,Si,No,Secundaria,Baja,No
62,Narcomenudeo,0,13,Si,No,No,Secundaria,Baja,No
49,Narcomenudeo,2,37,No,Si,Si,Secundaria,Media,Si
62,Violencia_familiar,2,39,No,Si,No,Universidad,Media,No
64,Robo,1,44,No,No,Si,Secundaria,Alta,No
38,Violencia_familiar,2,15,No,Si,No,Preparatoria,Baja,Si
33,Fraude,1,38,No,No,No,Secundaria,Alta,No
38,Robo,1,58,No,Si,No,Preparatoria,Media,No
28,Robo,1,15,Si,No,Si,Primaria,Media,No
54,Fraude,4,14,Si,Si,No,Preparatoria,Baja,No
53,Robo,0,39,No,Si,No,Primaria,Baja,No
52,Violencia_familiar,2,12,Si,No,Si,Preparatoria,Alta,No
36,Narcomenudeo,0,58,No,Si,Si,Primaria,Media,Si
37,Robo,1,11,Si,Si,No,Secundaria,Media,No
35,Violencia_familiar,1,54,No,Si,No,Secundaria,Alta,No
64,Narcomenudeo,1,9,No,No,No,Secundaria,Baja,Si
58,Narcomenudeo,1,4,Si,No,No,Primaria,Media,No
31,Robo,5,56,Si,Si,No,Secundaria,Media,No
32,Narcomenudeo,1,58,No,No,Si,Preparatoria,Baja,Si
48,Robo,1,25,No,No,Si,Preparatoria,Baja,Si
18,Robo,0,41,Si,No,No,Primaria,Media,No
20,Fraude,3,42,Si,No,No,Preparatoria,Media,No
33,Robo,2,41,No,Si,No,Primaria,Media,No
40,Narcomenudeo,0,23,No,No,No,Secundaria,Baja,Si
28,Robo,1,25,Si,Si,No,Secundaria,Alta,No
29,Violencia_familiar,0,31,Si,Si,No,Secundaria,Baja,Si
27,Robo,2,16,No,No,No,Secundaria,Media,Si
49,Fraude,1,28,Si,No,No,Universidad,Media,No
33,Narcomenudeo,1,53,Si,Si,Si,Secundaria,Baja,No
25,Robo,3,7,No,Si,No,Primaria,Baja,Si
55,Robo,3,57,Si,No,Si,Secundaria,Media,No
29,Robo,4,33,No,Si,No,Preparatoria,Alta,Si
41,Narcomenudeo,2,27,Si,Si,No,Secundaria,Baja,No
45,Robo,1,33,No,Si,No,Preparatoria,Media,No
25,Violencia_familiar,3,52,No,Si,No,Universidad,Media,Si
45,Narcomenudeo,0,22,Si,No,Si,Universidad,Baja,No
53,Robo,5,46,No,Si,Si,Preparatoria,Media,Si
43,Narcomenudeo,0,57,Si,No,No,Primaria,Alta,No
25,Violencia_familiar,2,19,No,Si,No,Preparatoria,Baja,Si
45,Robo,2,47,No,No,Si,Primaria,Alta,Si
45,Robo,3,4,Si,No,No,Preparatoria,Baja,No
54,Robo,1,27,Si,No,No,Preparatoria,Media,No
58,Violencia_familiar,2,15,Si,No,No,Preparatoria,Media,No
53,Narcomenudeo,2,41,No,No,Si,Secundaria,Media,Si
44,Narcomenudeo,1,30,Si,Si,No,Secundaria,Media,No
34,Violencia_familiar,0,44,Si,No,No,Universidad,Baja,No
26,Violencia_familiar,5,57,Si,No,No,Primaria,Media,Si
50,Narcomenudeo,2,8,Si,Si,No,Secundaria,Media,No
37,Violencia_familiar,0,5,No,Si,No,Secundaria,Baja,No
30,Robo,1,37,Si,No,No,Universidad,Alta,No
45,Robo,3,20,No,No,Si,Primaria,Baja,Si
46,Robo,0,13,Si,Si,Si,Primaria,Media,No
30,Robo,0,56,Si,Si,Si,Primaria,Baja,No
63,Narcomenudeo,1,22,No,No,Si,Primaria,Baja,Si
52,Fraude,4,7,No,Si,No,Universidad,Baja,Si
23,Robo,2,21,No,No,No,Preparatoria,Media,Si
35,Robo,1,24,Si,No,No,Preparatoria,Media,No
22,Narcomenudeo,2,21,Si,No,Si,Secundaria,Media,Si
64,Fraude,4,49,No,Si,No,Preparatoria,Baja,No
42,Robo,0,18,Si,No,Si,Primaria,Media,No
19,Narcomenudeo,1,26,Si,No,Si,Secundaria,Media,Si
27,Robo,4,43,No,No,Si,Secundaria,Media,Si
47,Robo,1,6,No,Si,No,Primaria,Baja,No
62,Fraude,0,17,No,Si,Si,Secundaria,Baja,No
22,Fraude,1,27,No,No,No,Secundaria,Media,No
50,Robo,1,46,No,Si,Si,Primaria,Baja,Si
18,Fraude,0,57,Si,Si,No,Primaria,Baja,No
35,Narcomenudeo,0,37,Si,Si,No,Preparatoria,Baja,No
49,Violencia_familiar,4,57,No,No,No,Primaria,Media,Si
64,Narcomenudeo,2,16,No,Si,No,Universidad,Media,No
28,Narcomenudeo,1,51,No,Si,No,Primaria,Media,No
38,Narcomenudeo,1,21,Si,Si,No,Preparatoria,Baja,No
43,Narcomenudeo,1,40,Si,No,No,Preparatoria,Media,No
42,Robo,0,38,No,Si,Si,Universidad,Baja,No
39,Robo,1,9,Si,Si,Si,Preparatoria,Alta,No
44,Robo,2,32,Si,Si,Si,Secundaria,Media,No
30,Violencia_familiar,0,21,No,No,No,Secundaria,Media,No
50,Robo,1,51,No,Si,No,Secundaria,Baja,No
51,Narcomenudeo,2,27,Si,Si,No,Primaria,Baja,No
58,Fraude,2,18,No,Si,No,Primaria,Media,No
52,Robo,1,49,No,No,No,Preparatoria,Media,No
18,Narcomenudeo,1,56,Si,No,No,Secundaria,Baja,No
38,Narcomenudeo,1,42,Si,No,No,Secundaria,Alta,No
23,Violencia_familiar,1,53,Si,No,Si,Universidad,Alta,No
45,Robo,1,10,Si,Si,No,Preparatoria,Media,No
34,Narcomenudeo,3,20,No,No,Si,Preparatoria,Alta,Si
22,Violencia_familiar,2,30,Si,Si,No,Preparatoria,Baja,No
48,Fraude,4,18,No,No,Si,Primaria,Baja,Si
22,Narcomenudeo,2,54,Si,Si,No,Secundaria,Baja,Si
55,Narcomenudeo,2,21,Si,Si,No,Universidad,Media,No
20,Narcomenudeo,2,44,No,No,Si,Universidad,Baja,Si
40,Violencia_familiar,2,19,Si,Si,Si,Preparatoria,Alta,No
54,Narcomenudeo,0,47,No,No,No,Secundaria,Baja,Si
54,Robo,1,15,Si,Si,No,Preparatoria,Baja,No
27,Fraude,2,9,Si,Si,No,Primaria,Alta,No
27,Narcomenudeo,1,29,No,No,No,Primaria,Baja,Si
36,Narcomenudeo,1,12,Si,No,Si,Secundaria,Baja,Si
34,Robo,1,36,No,No,No,Secundaria,Media,No
38,Narcomenudeo,1,38,No,Si,No,Secundaria,Baja,No
31,Robo,1,27,Si,Si,No,Secundaria,Baja,No
26,Narcomenudeo,0,8,Si,No,Si,Primaria,Baja,Si
63,Robo,2,26,No,No,No,Secundaria,Media,No
18,Narcomenudeo,2,20,No,Si,No,Preparatoria,Alta,No
62,Fraude,2,25,Si,No,No,Preparatoria,Alta,No
30,Robo,0,8,No,No,No,Primaria,Baja,Si
21,Fraude,3,31,Si,No,No,Secundaria,Media,No
18,Narcomenudeo,1,27,No,No,No,Preparatoria,Media,Si
57,Violencia_familiar,0,57,Si,No,Si,Secundaria,Alta,No
49,Violencia_familiar,1,19,No,Si,No,Secundaria,Baja,No
51,Narcomenudeo,1,48,No,Si,No,Secundaria,Media,No
45,Violencia_familiar,4,26,Si,No,Si,Universidad,Media,Si
48,Violencia_familiar,1,13,Si,Si,No,Primaria,Alta,No
25,Narcomenudeo,0,28,Si,Si,No,Secundaria,Baja,No
56,Robo,2,53,No,Si,Si,Secundaria,Baja,No
43,Narcomenudeo,1,36,Si,Si,No,Secundaria,Baja,No
51,Violencia_familiar,1,30,Si,No,No,Primaria,Baja,No
20,Violencia_familiar,1,5,No,No,Si,Primaria,Media,Si
29,Violencia_familiar,1,13,No,Si,Si,Secundaria,Media,Si
18,Narcomenudeo,1,40,No,Si,No,Universidad,Media,No
61,Violencia_familiar,3,16,No,No,No,Preparatoria,Baja,Si
22,Robo,1,53,Si,No,Si,Preparatoria,Baja,Si
47,Narcomenudeo,0,28,No,No,No,Preparatoria,Baja,Si
47,Robo,0,50,Si,No,No,Primaria,Baja,No
34,Robo,1,23,Si,Si,No,Preparatoria,Media,No
64,Robo,3,56,No,Si,No,Secundaria,Baja,No
40,Robo,0,58,No,No,No,Secundaria,Baja,No
32,Narcomenudeo,0,41,Si,No,No,Preparatoria,Media,No
54,Robo,2,32,No,No,Si,Preparatoria,Media,Si
38,Narcomenudeo,0,10,Si,Si,No,Preparatoria,Media,No
31,Robo,0,53,Si,No,No,Primaria,Alta,No
19,Robo,1,22,No,No,Si,Universidad,Baja,Si
28,Robo,0,50,Si,Si,No,Universidad,Media,No
56,Robo,1,34,Si,Si,No,Secundaria,Baja,No
55,Narcomenudeo,1,24,No,Si,No,Primaria,Baja,No
51,Narcomenudeo,0,9,No,Si,No,Primaria,Alta,No
55,Narcomenudeo,2,11,No,Si,Si,Universidad,Baja,Si
51,Narcomenudeo,1,47,No,Si,No,Secundaria,Media,No
35,Robo,1,3,No,No,No,Secundaria,Baja,No
47,Violencia_familiar,3,31,No,Si,Si,Secundaria,Media,Si
32,Narcomenudeo,0,10,No,Si,No,Secundaria,Media,No
44,Narcomenudeo,0,58,Si,No,No,Preparatoria,Alta,No
51,Robo,3,56,Si,No,Si,Secundaria,Alta,No
55,Robo,1,6,No,No,No,Universidad,Media,No
50,Robo,3,37,No,Si,Si,Preparatoria,Baja,Si
41,Robo,2,5,No,No,Si,Preparatoria,Media,Si
32,Narcomenudeo,4,56,No,Si,No,Secundaria,Media,Si
47,Narcomenudeo,2,47,No,No,Si,Primaria,Baja,Si
59,Narcomenudeo,4,42,Si,Si,No,Secundaria,Media,No
34,Violencia_familiar,1,9,Si,No,Si,Secundaria,Alta,No
22,Violencia_familiar,1,29,Si,Si,No,Primaria,Media,No
46,Violencia_familiar,3,3,Si,No,Si,Universidad,Baja,Si
21,Fraude,2,29,Si,Si,No,Secundaria,Alta,No
27,Robo,0,18,Si,Si,No,Primaria,Baja,No
34,Robo,0,40,No,Si,No,Primaria,Baja,No
27,Robo,1,9,No,No,Si,Secundaria,Media,Si
34,Narcomenudeo,2,46,No,No,No,Universidad,Media,Si
37,Violencia_familiar,1,25,No,No,Si,Secundaria,Media,Si
41,Robo,3,43,Si,Si,No,Secundaria,Baja,No
22,Fraude,3,13,No,Si,No,Preparatoria,Baja,Si
51,Robo,0,44,No,No,No,Secundaria,Baja,No
23,Fraude,0,55,No,Si,No,Primaria,Alta,No
19,Robo,2,35,Si,No,No,Primaria,Media,No
30,Robo,4,52,Si,No,No,Secundaria,Baja,No
60,Narcomenudeo,1,38,Si,No,No,Primaria,Baja,No
60,Robo,0,39,No,Si,No,Primaria,Baja,No
28,Robo,1,43,No,Si,No,Preparatoria,Media,No
64,Robo,1,19,No,Si,No,Primaria,Baja,No
40,Violencia_familiar,2,37,No,No,Si,Preparatoria,Media,Si
33,Narcomenudeo,1,50,No,Si,No,Preparatoria,Media,No
48,Robo,2,7,No,Si,No,Secundaria,Media,No
28,Narcomenudeo,0,50,Si,Si,No,Secundaria,Media,No
33,Violencia_familiar,2,34,Si,Si,No,Primaria,Media,No
25,Robo,4,5,No,No,Si,Preparatoria,Baja,Si
21,Narcomenudeo,3,54,Si,No,No,Secundaria,Media,Si
57,Robo,0,49,No,Si,No,Preparatoria,Media,No
21,Robo,2,37,No,Si,No,Primaria,Baja,No
42,Narcomenudeo,2,54,No,No,No,Universidad,Alta,Si
20,Robo,1,16,No,Si,No,Primaria,Baja,No
49,Narcomenudeo,0,50,No,No,Si,Secundaria,Baja,Si
20,Violencia_familiar,2,33,No,No,No,Secundaria,Baja,No
44,Robo,2,33,Si,Si,Si,Primaria,Alta,No
46,Narcomenudeo,0,19,Si,No,Si,Secundaria,Media,No
49,Robo,1,26,Si,No,No,Preparatoria,Media,No
36,Fraude,3,54,No,Si,Si,Preparatoria,Baja,Si
38,Narcomenudeo,2,25,Si,Si,No,Preparatoria,Media,No
22,Violencia_familiar,0,20,Si,Si,No,Secundaria,Media,No
35,Narcomenudeo,0,52,Si,Si,No,Secundaria,Alta,No
45,Robo,2,56,No,No,No,Primaria,Baja,Si
59,Narcomenudeo,1,16,No,No,No,Secundaria,Baja,Si
39,Fraude,1,52,No,No,No,Primaria,Baja,Si
38,Narcomenudeo,3,17,No,Si,No,Secundaria,Alta,Si
23,Violencia_familiar,2,17,No,Si,Si,Secundaria,Media,Si
18,Violencia_familiar,0,8,No,No,No,Secundaria,Media,Si
22,Robo,0,29,No,Si,No,Secundaria,Media,No
58,Robo,2,17,No,No,No,Universidad,Alta,No
29,Narcomenudeo,0,52,Si,Si,Si,Secundaria,Alta,No
43,Narcomenudeo,3,38,No,No,No,Universidad,Media,Si
63,Violencia_familiar,1,57,Si,No,Si,Preparatoria,Baja,No
51,Fraude,1,10,Si,Si,No,Secundaria,Baja,No
31,Robo,3,17,No,Si,No,Secundaria,Alta,No
43,Robo,1,5,Si,Si,Si,Primaria,Media,No
62,Violencia_familiar,0,49,Si,Si,No,Preparatoria,Baja,No
44,Robo,4,15,No,No,Si,Secundaria,Media,Si
26,Violencia_familiar,1,43,Si,No,No,Universidad,Alta,No
43,Narcomenudeo,3,36,No,No,Si,Secundaria,Media,Si
64,Narcomenudeo,1,26,No,No,No,Preparatoria,Media,Si
39,Robo,3,42,No,Si,No,Preparatoria,Alta,No
64,Narcomenudeo,1,34,No,Si,Si,Secundaria,Media,Si
47,Narcomenudeo,0,34,No,Si,No,Secundaria,Baja,No
60,Narcomenudeo,1,32,No,No,Si,Secundaria,Alta,Si
34,Robo,2,54,No,Si,No,Secundaria,Alta,No
43,Violencia_familiar,1,51,No,No,Si,Primaria,Alta,Si
53,Violencia_familiar,0,15,No,Si,No,Preparatoria,Media,No
18,Robo,1,3,No,No,No,Secundaria,Baja,Si
25,Robo,1,36,Si,No,No,Universidad,Alta,No
52,Robo,2,17,Si,Si,No,Preparatoria,Baja,No
32,Narcomenudeo,3,46,No,Si,No,Secundaria,Alta,No
